;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
29.09.2006;910;4416;-15;3650;1082,9;#N/A N/A;-15717;212;787;3562;1026;2383;-2330;1818;2938;1707;159,5;18677;2102;3285;1257,1;1177;2720;1627;1538;#N/A N/A;2057;10782;-284;3463;1055;4926;992;4061;1510,6;#N/A N/A;-15115;560;1099;4135;1645;2953;-935;2349;4006;1707;231,8;18677;2292;6726;1481,1;1361;6713;2811;1872;#N/A N/A;2271;14497;146,6;4014;-2729;-1483;-1331;6461;-440,8;#N/A N/A;-2957;-1922;-590;-872;-1136;-448;-989;-583;-945;-1297;584,1;-31461;-2944;-3258;-1968,2;-7;-3836;-596;-845;#N/A N/A;-927;-3988;-159,8;344;53;388;297;-8160;-94,2;#N/A N/A;20413;-1007;-497;-3419;-604;-2480;1771;-1368;-1678;-327;-739,4;10673;2010;-2322;-1504,1;-1323;-2218;-1182;-1643;#N/A N/A;-328;-9888;130,7;-5102;-145;-510;-1007;-411;-427,7;#N/A N/A;-602;-348;-312;-573;-619;-570;-1395;-531;-1068;0;-72,3;0;-190;-3441;-224;-184;-3993;-1184;-334;#N/A N/A;-214;-3715;-430,6;-551
29.12.2006;1671;1382;425;1470;714,4;#N/A N/A;-15717;1853;917;3224;1288;1781;5628;271;3757;1656;227;-14516;1898;1598;1480,6;1304;1017;3035;876;#N/A N/A;2324;5095;82;15544;1813;1600;1457;2042;1336,6;#N/A N/A;-15115;2441;1322;4283;2260;2450;9887;516;5343;1656;309,8;-14516;2256;5744;1776,1;1655;5840;4204;1323;#N/A N/A;2658;8862;500,2;17594;-1229;-618;-1092;-1958;-525,3;#N/A N/A;-2957;-618;-31;-17057;-1511;-175;-3752;1236;-5633;-33;-194,2;5995;-7051;-3693;-1694,3;-594;-6294;-1976;-158;#N/A N/A;-3312;-3466;-118,3;5101;188;86;-368;-2301;-2799,5;#N/A N/A;20413;-903;-843;2366;-772;-4006;-4882;-1726;-170;-1521;-43,4;12654;4407;-2784;-389,2;-1221;1828;-99;-2113;#N/A N/A;-1225;-9886;-632,1;-23115;-142;-218;-1032;-572;-622,2;#N/A N/A;-602;-588;-405;-1059;-972;-669;-4259;-245;-1586;0;-82,8;0;-358;-4146;-295,5;-351;-4823;-1169;-447;#N/A N/A;-334;-3767;-418,2;-2050
30.03.2007;624;2364;1628;6830;522,1;#N/A N/A;-16815;277;276;3391;845;3693;-1310;1943;2100;867;311,2;-14516;2139;2430;-1529,6;245;354;191;599;#N/A N/A;2073;11180;469;914;734;2588;2324;7291;931;#N/A N/A;-16235;728;580;3837;1349;4450;1847;2244;3017;867;373,2;-51518;2347;5690;-1328,9;453;4517;1552;949;#N/A N/A;2437;14286;868,8;1243;-983;-812;-1805;511;-405,5;#N/A N/A;-408;-681;13;-1686;-627;-558;-3442;-286;-2418;-485;388,1;-11846;362;-2045;-1281,4;-160;-3187;-3216;-795;#N/A N/A;868;-3238;-567,5;4271;255;-37;-181;-7050;-222,4;#N/A N/A;17237;-1329;-343;-1059;-645;-4885;785;-2213;-1669;-463;15;54788;-2611;-2338;-1202,5;-358;-3248;-462;1038;#N/A N/A;-282;-9298;-276,8;-4849;-110;-224;-696;-461;-408,9;#N/A N/A;-580;-451;-304;-446;-504;-757;-3157;-301;-917;0;-62;0;-208;-3260;-200,7;-208;-4163;-1361;-350;#N/A N/A;-364;-3106;-399,8;-329
29.06.2007;944;3828;1267;3582;668,9;#N/A N/A;-29385;3220;756;2298;1188;2633;537;609;2556;1057;867,5;-14838;2815;2576;1152,4;1198;2123;1177;1926;#N/A N/A;2399;7532;280,8;3237;1227;4291;2141;4402;1082,3;#N/A N/A;-28936;3634;1104;2897;1887;3582;4351;1094;3442;1057;963,9;-14838;2954;6273;1625,5;1449;6475;2455;2346;#N/A N/A;2738;11318;714,9;3665;-1433;-1875;-1714;1075;-445,5;#N/A N/A;-978;-531;-364;-1025;-1394;-1302;-3738;-548;-151;-770;-685,1;-16471;-9501;-2453;-1892;-377;-3690;-2380;-3251;#N/A N/A;-4971;-3085;-608,2;-724;229;296;-364;-6977;-932,5;#N/A N/A;31036;-783;-1089;-1476;-538;-920;-1476;736;-3233;-103;-301,3;34922;6048;-4630;-2178,7;-261;-3430;162;1637;#N/A N/A;504;-9268;-233,5;-3295;-283;-463;-874;-820;-413,4;#N/A N/A;-449;-414;-348;-599;-699;-949;-3814;-485;-886;0;-96,4;0;-139;-3697;-473,1;-251;-4352;-1278;-420;#N/A N/A;-339;-3786;-434,1;-428
28.09.2007;1491;293;-251;5368;1193,2;#N/A N/A;-19512;2912;656;3532;1457;2690;-500;877;3417;2015;227,7;-14957;2325;1507;2772,7;1145;2180;2834;1841;#N/A N/A;2793;11128;-260,4;4217;1696;516;697;5878;1580,9;#N/A N/A;-19058;3329;1035;4191;2194;3230;3425;1544;4484;2015;319,5;-14957;2661;5931;3025,9;1383;6457;3922;2162;#N/A N/A;3089;15063;272,8;4678;393;-432;9130;-2257;459,7;#N/A N/A;1309;-385;-827;-2027;-590;-419;-4043;-1020;-3204;-934;88,7;-13004;-1839;-3733;-70,2;-1619;-3607;-2168;-566;#N/A N/A;-1260;-3742;-1101,7;47;142;-2766;-10293;-3095;-1181;#N/A N/A;22395;-1152;119;-1095;-1256;-3539;71;-338;1004;-1252;-291;25278;2957;-5238;-1216,9;-234;-2791;-619;-1344;#N/A N/A;-1144;-8857;516,3;-4252;-205;-223;-948;-510;-387,7;#N/A N/A;-454;-417;-379;-659;-737;-540;-3925;-667;-1067;0;-91,8;0;-336;-4424;-253,2;-238;-4277;-1088;-321;#N/A N/A;-296;-3935;-533,2;-461
31.12.2007;2563;885;-475;3872;548,1;111;-5865;1444;1165;2859;1405;3206;6978;413;3391;1347;520,3;-29247;274;1786;2063,1;1589;3544;3499;1136;#N/A N/A;2148;6775;-100,1;3105;2787;1070;565;4567;1284,7;182;-5218;1893;1556;4097;2505;3850;11019;662;5151;1347;630,4;-29247;529;7083;2347,8;2045;8290;4772;1693;#N/A N/A;2443;11335;390,3;3767;-3462;-1840;-853;-1049;-758,8;1251;473;-2225;-189;-1174;-1797;-496;-4447;-324;1098;-337;105,7;-31797;-6123;-5702;-847,8;-1026;-5624;-2162;-2107;#N/A N/A;1725;337;-531,3;-2799;485;-715;198;-2695;-1537,1;-10;2722;-1574;-1146;-1793;-496;-2631;-6550;-594;-552;-1130;-239,5;68422;9238;-1969;-1372,2;-925;-2228;-1147;-109;#N/A N/A;-3379;-9114;181,3;-173;-224;-185;-1040;-695;-736,6;-71;-647;-449;-391;-1238;-1100;-644;-4041;-249;-1760;0;-110,1;0;-255;-5297;-284,7;-456;-4746;-1273;-557;#N/A N/A;-295;-4560;-490,4;-662
31.03.2008;873;68;1652;6323;1073,4;-600;-23052;1524;699;2757;61;3447;1332;2256;3185;927;263,5;-2423;4339;3655;2186,9;651;1170;1308;734;#N/A N/A;2711;17441;563,3;2788;1193;280;2101;7082;1478,5;-434;-22649;1933;997;3236;706;4115;3779;2603;4203;927;353,9;-2423;4535;8107;2528,3;888;5390;2215;1120;#N/A N/A;3028;21420;1115,8;3271;-2724;-3770;-438;-778;-317,5;298;-2953;137;-464;452;-1121;-330;-2233;-483;-5779;694;-221,8;-68493;1934;-3798;1902,8;-432;-4818;-921;-557;#N/A N/A;-1147;-4300;-589,3;-5484;154;900;-1341;-1944;-220,1;3479;26435;-1405;298;-919;70;-5397;957;-1674;-2628;-1584;-360,2;77972;-2285;-3463;-3477,8;-221;3760;-2718;1543;#N/A N/A;-929;-10188;-566,3;820;-320;-212;-449;-759;-405,1;-166;-403;-409;-298;-479;-645;-668;-2447;-347;-1018;0;-90,4;0;-196;-4452;-341,4;-237;-4220;-907;-386;#N/A N/A;-317;-3979;-552,5;-483
30.06.2008;1017;397;1072;2867;780;423;8802;-649;909;2155;331;2619;3758;583;3268;704;475,6;26396;3174;2685;1089,4;1113;3068;1677;1588;#N/A N/A;3169;8546;374,8;4657;1321;600;1583;4085;1262;509;9432;-251;1243;2842;1199;3813;6385;936;4249;704;632,5;26396;3383;7204;1380,6;1418;7245;2828;2098;#N/A N/A;3529;13418;984,9;5042;-1372;-1300;-422;-503;-174,4;30;-610;-538;-1003;-564;-1710;-1304;-2294;-574;-1130;-277;-462,4;14411;-2952;-4035;-9;-799;-17450;-1623;-677;#N/A N/A;-3511;-4468;-1033,4;-3464;354;-302;-877;-5063;-1667,3;182;-7756;-1299;-1420;-171;516;-2933;-5222;-1633;-4280;-406;-278,6;-55440;-831;-3197;-315,8;-316;5302;-3009;-1049;#N/A N/A;-981;-10895;265;-2771;-304;-203;-511;-1218;-482;-86;-630;-398;-334;-687;-868;-1194;-2627;-353;-981;0;-156,9;0;-209;-4519;-291,2;-305;-4177;-1151;-510;#N/A N/A;-360;-4872;-610,1;-385
30.09.2008;3892;1574;659;2592;1171,5;182;2117;-864;792;4121;444;2745;-2657;608;2787;942;250,9;8432;590;4452;1370,3;1567;3121;1913;1976;#N/A N/A;2357;9261;-24,4;3508;4295;1757;1110;3370;1706,4;274;2613;-442;1168;4893;1375;3444;443;1245;3739;942;357,6;8432;825;9113;1652;1835;7299;3287;2450;#N/A N/A;2718;14403;548;3952;-1993;-280;-504;595;-497,1;-1025;-444;574;-542;-1561;-1916;-412;-2270;-781;-1497;-356;-428,1;-165447;3406;-3536;-3278;41;-5614;-1332;-560;#N/A N/A;-2839;-4104;-663,7;-1107;200;-669;-793;-5300;-2064,6;-32;-3790;-1565;67;-1960;1897;-1843;806;-52;-2115;-468;-437,8;178798;-7385;-3121;0,9;-1703;-1571;-2330;-664;#N/A N/A;-873;-12593;86,7;-2400;-403;-183;-451;-778;-534,9;-92;-496;-422;-376;-772;-931;-699;-3100;-637;-952;0;-106,7;0;-235;-4661;-281,7;-268;-4178;-1374;-474;#N/A N/A;-361;-5142;-572,4;-444
31.12.2008;3599;1408;298;4940;756,6;117;12000;-2086;662;2873;1498;1474;11648;-29;5401;565;413,4;-9307;-939;-826;626,8;1614;2960;831;1305;#N/A N/A;2974;5159;-326;5584;3938;1601;734;5782;1470,3;185;12498;-1641;1125;4001;5509;2196;23147;262;6621;565;638,3;-9307;-602;5208;1010,8;2020;7623;2596;1903;#N/A N/A;3198;10484;312;5973;-8639;278;-365;-2499;-635,7;901;-330;1715;-390;-2514;-6296;-263;-10742;-248;-879;-223;-410,1;-66817;5173;-5712;-450,2;-1146;-3697;-1989;-569;#N/A N/A;-2825;-2627;-684;-2780;62;-534;-714;-3941;-258,4;-3452;-6988;-992;-1126;-4737;3113;-782;-10699;780;-2753;-439;-640,6;48357;81;-785;-1912,4;-162;5160;-961;-4430;#N/A N/A;-395;-13094;815;-2336;-339;-193;-436;-842;-713,7;-68;-498;-445;-463;-1128;-4011;-722;-11499;-291;-1220;0;-224,9;0;-337;-6034;-384;-406;-4663;-1765;-598;#N/A N/A;-224;-5325;-638;-389
31.03.2009;741;952;1555;5412;717;165;2919;-249;451;2392;450;3546;964;1347;3787;813;327,1;50756;906;-3580;477,5;318;2915;-1131;406;#N/A N/A;1787;4237;974;2894;841;1112;1727;6044;1130,7;233;3197;193;695;2827;895;4283;3571;1805;4386;813;662,4;50756;994;2404;712,6;485;6622;378;873;#N/A N/A;1996;8910;1428;3147;-3685;-156;-83;-6009;-368,6;55;-913;-598;-18;-1076;503;-586;-2683;-465;-48;-583;-201,7;2754;1798;-4609;1390,1;-221;-8759;409;-599;#N/A N/A;-1086;-4740;-1212;-13634;74;-495;51;-1096;-846,8;462;19328;1374;-894;70;-568;-4916;-1585;-1766;-4785;-335;-702,5;-53724;-2532;2008;-453,9;-1319;-3666;-601;1841;#N/A N/A;2274;-10635;-193;9612;-100;-160;-172;-632;-413,7;-68;-278;-442;-244;-435;-445;-737;-2607;-458;-599;0;-335,3;0;-88;-5984;-235,1;-167;-3707;-1509;-467;#N/A N/A;-209;-4673;-454;-253
30.06.2009;2024;341;1420;2974;985,7;280;12448;705;1256;2796;1469;3907;3055;1136;4036;976;953,3;52503;1361;-1146;383,8;1367;3330;2403;2276;#N/A N/A;1774;-3368;1077;4245;2270;492;1601;3841;1420,1;349;12823;1001;1466;3363;1908;4996;6324;1514;4741;976;1073,7;52503;1607;3284;749;1540;7717;3384;2789;#N/A N/A;1985;2197;1519;4514;-1339;-334;-131;-7857;-302,9;-1;141;-248;-357;-2303;345;-1092;-3065;-397;-1849;-539;-596,4;31676;-988;-3792;2618,8;-306;-4519;-2225;-565;#N/A N/A;-3209;-4973;-40;-12973;208;-798;-577;2807;-935,3;489;-26204;-391;-145;-1963;-1828;-3557;-1840;-1358;-3508;-400;-78,3;-85727;-6085;-1406;3072,7;-490;-6357;-869;-1393;#N/A N/A;-417;-6620;-88;9456;-246;-151;-181;-867;-434,4;-69;-375;-296;-210;-567;-439;-1089;-3269;-378;-705;0;-120,4;0;-246;-4430;-365,2;-173;-4387;-981;-513;#N/A N/A;-211;-5565;-442;-269
30.09.2009;2651;2569;1121;5672;1351,4;-310;6908;968;1561;4575;1101;4003;-596;1112;4381;1415;629;7625;2154;2591;-615,4;1692;4625;3059;2189;#N/A N/A;1328;3337;459;3840;3110;2741;1336;6107;1822,2;-209;7332;1197;1736;5094;1715;4555;2545;1738;5198;1415;709;7625;2311;6665;-312,1;1853;8981;4003;2608;#N/A N/A;1488;8827;852;4101;-3771;376;-171;-1199;-441,3;875;-528;-1303;-701;-1855;432;-378;-2913;-645;-2337;-323;-332;3165;-1094;-3522;12011,6;-204;-4670;-3380;-396;#N/A N/A;-1253;-6284;-840;-298;319;-829;-1553;-2161;-1340,5;-249;-5966;1602;-392;-3069;-1950;-2664;-1626;-804;-5008;-1088;-407;-14855;2025;-2811;-2340,2;-1033;-3915;-340;-1013;#N/A N/A;-1179;-5647;-225;-1813;-459;-172;-215;-435;-470,8;-101;-424;-229;-175;-519;-614;-552;-3141;-626;-817;0;-80;0;-157;-4074;-303,3;-161;-4356;-944;-419;#N/A N/A;-160;-5490;-393;-261
31.12.2009;5405;1024;63;4593;744,8;-66;25044;2991;770;4443;1007;2572;14065;608;5122;1027;576;11013;1144;1665;1685,1;1150;3850;2324;1322;#N/A N/A;2238;1741;864;4403;5781;1280;461;4969;1378;-29;25523;3212;1044;5287;1981;3294;26249;915;6448;1027;668,1;11013;1425;7020;2242,5;1475;8272;3405;1916;#N/A N/A;2486;8504;1168;4825;-3958;-862;-370;-92;-542,5;22;-261;-1645;-656;-2364;-434;2024;-11620;-2540;-2495;546;-732,9;-8240;-6468;-4649;-12864,5;-373;-5208;-2769;-2589;#N/A N/A;-6932;-6422;-431;-4367;523;-153;-1389;-4278;-1240,5;-450;-9986;1553;-587;1031;-868;-7482;-13997;1412;-1301;-1604;-160,6;2365;1952;-1223;-1883,6;-1285;-2271;-758;-1152;#N/A N/A;4382;-3861;-272;-2714;-376;-256;-398;-376;-633,2;-37;-479;-221;-274;-844;-974;-722;-12184;-307;-1326;0;-92,1;0;-281;-5355;-557,4;-325;-4422;-1081;-594;#N/A N/A;-248;-6763;-304;-422
31.03.2010;2056;1073;1872;6985;1020,9;567;-7782;-471;925;3293;178;4204;-1590;1074;3677;531;444,5;19132;2115;3550;1023;1007;3661;3151;933;#N/A N/A;2676;7290;375;-6665;2330;1205;2039;7393;1422,7;609;-7504;-285;1082;3690;716;4910;973;1574;4435;531;511,9;19132;2262;7517;1366;1154;7084;4079;1326;#N/A N/A;2967;13046;595;-6360;-83;-583;-140;-5904;-390,4;30;-966;-4041;-987;-1882;-55;-676;-2236;-438;-699;952;100,8;-13862;7680;-7335;-3148;-2124;-3623;-2672;-1368;#N/A N/A;-3048;-5167;-290;9394;162;-502;-884;-2756;-821;-239;-2757;-372;-287;-3875;-1990;-3465;1872;-1265;-3450;-1487;-422,8;-54;-3633;-1522;707;1309;-2433;-406;-1295;#N/A N/A;-668;-4830;-356;-3253;-274;-132;-167;-408;-401,8;-42;-278;-186;-157;-397;-538;-706;-2563;-500;-758;0;-67,4;0;-147;-3967;-343;-147;-3423;-928;-393;#N/A N/A;-291;-5756;-220;-305
30.06.2010;4206;512;1084;4846;854,2;1153;9779;9;958;3337;618;2226;6055;1377;2938;520;1180,2;28423;2013;3051;2988;1245;5527;5589;2484;#N/A N/A;2923;3591;794;4500;4801;723;1324;5604;1248,7;1218;9953;266;1138;3837;1104;3313;9046;1883;3766;520;1275,2;28423;2188;7603;3325;1400;9723;7565;2984;#N/A N/A;3232;9235;1056;4873;-5430;-235;-223;-4119;-390,7;-62;276;149;-451;-2693;-220;-1567;-3345;-485;-1946;1246;-303,5;87536;-2195;-4249;464;-235;-1920;-4642;30;#N/A N/A;-698;-5078;-931;-361;316;-425;-1142;-4135;-1199,8;-511;-4692;-464;-513;-2174;-942;-3766;-4022;-1522;-3967;-1751;-117,8;-114575;-2214;-1334;-3359;-956;-6079;-1396;-963;#N/A N/A;-1914;-4647;-914;-4394;-595;-211;-240;-758;-394,5;-65;-174;-257;-180;-500;-486;-1087;-2991;-506;-828;0;-95;0;-175;-4552;-337;-155;-4196;-1976;-500;#N/A N/A;-309;-5644;-262;-373
30.09.2010;4923;2699;341;7630;1421,3;796;229;1573;1095;4506;486;1933;-1519;1409;3689;1341;123;-53201;2513;2393;2254;1499;4182;2215;2472;#N/A N/A;1341;5276;697;6395;5683;2904;623;8194;1944,4;893;676;1855;1323;5034;1127;2452;2246;2206;4551;1341;212;-53201;2777;7982;2591,9;1676;8307;3577;2914;#N/A N/A;1667;13077;925;6683;-4383;-2816;-261;-4957;-446;-1894;-87;-2588;498;-1875;-942;-928;-3708;-1060;-1780;-553;-684;-52953;-187;-5307;194,8;-327;-4517;-2925;-1375;#N/A N/A;-167;-6879;378;-3880;256;-494;-1332;-581;-668,9;-337;2939;-871;-377;-1534;-1400;-1800;1883;-1375;-3237;-756;-597;97308;-1936;-1076;-1577,9;-615;-3157;-649;1235;#N/A N/A;-2285;-7206;-1135;-2504;-760;-205;-282;-564;-523,1;-97;-447;-282;-228;-528;-641;-519;-3765;-797;-862;0;-89;0;-264;-5589;-337,9;-177;-4125;-1362;-442;#N/A N/A;-326;-7801;-228;-288
31.12.2010;8559;1111;192;3695;909,7;931;-9610;716;1105;2865;1141;2140;7998;-94;5058;662;333;1894;1416;2753;2878,8;1693;3535;3681;1428;#N/A N/A;2283;5385;892;5711;9773;1441;599;4186;1725,8;1006;-9282;1116;1631;3824;2062;2877;11378;1119;6795;662;435;1894;1708;8257;3539,1;2052;8249;5550;2308;#N/A N/A;2609;13055;1165;6258;-10729;-1705;-388;-1570;-828,9;-73;592;1649;-1749;-1404;-378;-613;-2904;-881;-4082;464;-487;33281;-6527;-4024;-1007,5;-501;-4994;-2972;-1692;#N/A N/A;-482;-7080;-334;-5645;429;-190;-1091;-6754;-1004,9;-1116;12349;-270;-971;2597;-357;-1618;-11695;79;-1911;-1224;-190;-31568;-166;-1168;-1505,6;-2823;-1981;-2597;-2608;#N/A N/A;-999;-10394;-649;-1054;-1214;-330;-407;-491;-816,1;-75;-328;-400;-526;-959;-921;-737;-3380;-1213;-1737;0;-102;0;-292;-5504;-660,3;-359;-4714;-1869;-880;#N/A N/A;-326;-7670;-273;-547
31.03.2011;5595;1011;1899;8014;1035,6;531;1623;-1370;502;1880;5;3246;-415;1317;2790;633;211;-5979;282;5169;1397;1190;672;1290;-131;#N/A N/A;2701;9805;690;4392;6219;1224;2098;8672;1553,1;603;1900;-953;733;2316;765;4056;1974;1949;3792;633;323;-5979;537;9814;1721;1361;5035;4013;458;#N/A N/A;2979;16856;886;4642;-1522;-1337;-184;-7139;-519,2;-123;112;2707;-724;1440;-434;-828;-1869;-675;498;530;569;-65810;8663;-8347;105;-201;-4375;-644;-1047;#N/A N/A;-1812;-5353;-279;725;547;780;-653;1465;-1481;-652;883;-1443;-639;-755;946;-3531;1900;-1219;-2188;-1124;-528;67691;-3529;-2378;-1031;-803;6679;-4679;1147;#N/A N/A;544;-6495;-426;-6372;-624;-213;-199;-658;-517,5;-72;-277;-417;-231;-436;-760;-810;-2389;-632;-1002;0;-112;0;-255;-4645;-324;-171;-4363;-2723;-589;#N/A N/A;-278;-7051;-196;-250
30.06.2011;10331;892;2119;5300;1052,4;1306;10512;1251;1156;3291;1785;2539;4452;1106;3220;268;713;64704;3136;2917;2487;1058;3202;1487;2583;#N/A N/A;2580;5077;1000;5540;11108;1195;2389;5942;1642,8;1395;10755;1596;1451;3909;2529;3779;7734;1822;4279;268;842;64704;3439;10690;2852;1258;7757;3971;3184;#N/A N/A;2824;12889;1230;5898;-15032;-221;-258;-950;-453,1;-229;337;-1949;-85;-10700;-752;-1113;-7023;-611;-584;125;-419;-79997;-3156;-8074;-1048;-106;-5497;-783;-1281;#N/A N/A;-473;-10504;-231;361;37;-989;-1386;-2403;-1059,6;-1078;-8342;-267;-737;-591;4069;-2844;-2009;-786;-4743;-359;-600;22290;772;-2430;-1157;-196;-10027;-2741;-812;#N/A N/A;-1324;-6931;-590;-3893;-777;-303;-270;-642;-590,4;-89;-243;-345;-295;-618;-744;-1240;-3282;-716;-1059;0;-129;0;-303;-7773;-365;-200;-4555;-2484;-601;#N/A N/A;-244;-7812;-230;-358
30.09.2011;8784;4674;853;8057;1477,3;751;-10684;69;1026;3911;1226;1334;-666;1106;3680;917;-27;7793;2071;4747;4146;1751;5092;6413;2433;#N/A N/A;2068;7371;-152;3985;10429;4964;1204;8493;2169,6;868;-10225;449;1362;4622;2221;2167;3206;2104;4679;917;87;7793;2398;11522;4577;1959;8720;14333;3158;#N/A N/A;2333;14849;362;4439;-13136;-1365;-241;-2315;-699,8;-1874;539;98;-775;-1590;-8264;-859;-3922;-1119;-805;-418;317;-23860;-561;-6060;-263;9;-3540;-5534;-1086;#N/A N/A;-3191;-4296;-681;215;431;305;-1280;-2907;-1151;-467;8456;357;-587;-2389;-1443;-494;-323;-1319;-4285;-541;-751;42367;26;-4568;-2403;-1398;-1096;-7240;444;#N/A N/A;-2057;-7818;-777;-4044;-1645;-290;-351;-436;-692,3;-117;-459;-380;-336;-711;-995;-833;-3872;-998;-999;0;-114;0;-327;-6775;-431;-208;-3628;-7920;-725;#N/A N/A;-265;-7478;-514;-454
30.12.2011;16233;-627;559;5364;846,2;1220;19866;2360;1221;2323;70;2381;7374;1100;6049;351;365;29414;3090;1762;2630;1653;4570;3786;1669;#N/A N/A;2817;2117;390;4663;17554;-415;960;5862;1784,6;1286;20071;2931;1738;3451;1495;3328;11341;1734;7097;351;510;29414;3394;9069;3233;2012;8268;6630;2674;#N/A N/A;3101;10751;809;5261;-17128;-1249;-446;-5568;-898,8;194;-359;1513;-1134;6238;-1730;-610;-3795;-978;-3505;915;515;-1085;-5437;-5008;-1684;-409;-3838;-4767;890;#N/A N/A;1106;-2012;-497;542;69;-2586;-761;-2565;-938,9;-1665;-7907;-349;-1761;-764;310;-1886;-8059;-175;-2973;-1283;-704;-25493;1991;-2426;-2271;-1609;-1392;-3855;-3443;#N/A N/A;-393;-7097;-774;-6327;-1321;-212;-401;-498;-938,4;-66;-205;-571;-517;-1128;-1425;-947;-3967;-634;-1048;0;-145;0;-304;-7307;-603;-359;-3698;-2844;-1005;#N/A N/A;-284;-8634;-419;-598
30.03.2012;12520;3317;2262;8845;1054,8;1036;3386;413;567;2293;-814;2933;3059;335;3354;814;208;4266;3166;2492;1823;1115;2392;-2;-99;#N/A N/A;2688;11444;703;2520;13977;3586;2490;9594;1633,5;1097;3776;837;828;2795;315;3816;5434;1812;4291;814;328;4266;3432;8387;2154;1302;5957;2972;493;#N/A N/A;2969;19287;1007;2774;-14476;-2398;-221;-12241;-597,4;-964;-478;-3003;-43;4056;-1536;-818;-2436;-1803;-2230;-295;166;-45362;1948;-1973;-270;-111;-3673;-2111;-4883;#N/A N/A;-4159;-5351;-454;451;310;1044;-1065;-1575;-1082,7;-33;-2168;-1165;-672;-1126;1028;-3421;-1431;-44;-2148;-475;-402;36877;-3191;-3407;-759;-789;-9737;-1497;2251;#N/A N/A;-910;-7930;-563;-3473;-1457;-269;-228;-749;-578,7;-61;-390;-424;-261;-502;-1129;-883;-2375;-1477;-937;0;-120;0;-266;-5895;-331;-187;-3565;-2974;-592;#N/A N/A;-281;-7843;-304;-254
