;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
31.12.2002;1472;6682;13213;8541;3899,2;#N/A N/A;5048;13695;4138;9403;5377;11005;66400;7170;23684;1999;2514,7;10698;6196;25158;6057,7002;7215;17009;7160;4795;#N/A N/A;4713;56211;7484,8999;9333;-14;609;1095;2233;-203,4;#N/A N/A;2879;1081;796;2014;437;2248;3602;392;2547;;248,2;;1233;1807;2552,8;827;2793;1464;1290;#N/A N/A;1264;4863;352,7;3662;-8;379;686;1865;-343,8;#N/A N/A;505;590;511;1384;305;1494;2508;36;1018;245;152;-387;683;904;1889,8;533;2290;1049;930;#N/A N/A;991;4090;231,6;2856;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17;680;1333;2508;59,7;#N/A N/A;3078;1574;1022;2402;747;2682;4549;659;3225;;306,2;;2447;3078;2860,4001;1017;6087;2850;1497;#N/A N/A;1637;6938;477;3887
31.03.2003;1475;6975;15104;7835;3799,7;#N/A N/A;6094;12258;4318;9821;4821;10656;56718;6500;20065;3603;2400,9;11454;6023;28767;13388,4;6702;16490;6751;4502;#N/A N/A;4618;54357;8446,1;8506;-1;653;1448;2744;674,6;#N/A N/A;2925;533;874;2910;222;1957;2584;714;1823;;217,9;;1226;3648;2461,4;837;3707;1391;1235;#N/A N/A;1246;6701;593,2;3490;14;403;907;2142;327,4;#N/A N/A;662;-478;502;2070;129;1273;1861;314;1384;340;124,7;1400;692;1920;1710,4;502;2406;915;835;#N/A N/A;987;7040;370,9;4665;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29;726;1696;3127;961,8;#N/A N/A;3114;899;1108;3356;554;2344;3472;995;2939;;280;;1350;4890;2787,5;1017;7074;2655;1433;#N/A N/A;1629;8883;477;3759
30.06.2003;1545;7087;17989;8065;4280,8;#N/A N/A;5985;12717;4580;10332;5932;10920;62637;6377;21631;3749;2985,1;11842;6356;27229;13281,2;7790;16829;6816;5695;#N/A N/A;4702;50271;8328;9900;9;709;2066;1540;826,2;#N/A N/A;3038;-329;960;2888;586;1469;3197;946;2312;;410,9;;1328;2802;2310,8;1033;2730;1276;1672;#N/A N/A;1205;5920;460,7;2830;19;439;1299;1483;470,9;#N/A N/A;695;-192;619;1210;399;955;2444;502;1705;441;246,2;1827;762;1600;1867;632;338;896;1362;#N/A N/A;982;4170;296,1;-3591;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;40;783;2323;2002;1096,7;#N/A N/A;3223;89;1201;3310;925;1941;4151;1230;3488;;496,9;;2002;4213;2725;1220;6096;2551;1885;#N/A N/A;1630;8089;477;3783
30.09.2003;1715;7238;16598;8215;4504,6;#N/A N/A;5715;12184;4616;10455;5545;12195;62480;7014;21522;3746;3024,8999;10421;6419;28227;5762;7954;17063;7833;5671;#N/A N/A;5101;52860;8246,4;12348;31;763;1823;3148;963,9;#N/A N/A;2902;425;1030;2870;385;2643;2844;678;2202;;431,9;;1301;2692;2438,5;1048;3050;2309;1506;#N/A N/A;1390;5023;441,7;2587;44;476;1147;2614;547,4;#N/A N/A;677;256;663;2072;222;1761;2028;415;1785;426;261,2;1628;770;1975;1858,3;639;1791;1657;1223;#N/A N/A;1086;3650;277,1;2235;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;51;838;2104;3476;1238,8;#N/A N/A;3072;722;1272;3349;722;3050;3815;929;3379;;503,7;;2413;4101;2765,2;1251;6469;3570;1717;#N/A N/A;1787;7226;477;3692
31.12.2003;2006;7523;15125;10153;4555,4;#N/A N/A;5829;13214;4718;11254;6465;13221;74494;8549;25913;2324;2837,1001;10746;7038;28307;5627,1001;8588;17278;8741;5176;#N/A N/A;5398;55711;8720,8;14167;74;810;1509;1475;367,5;#N/A N/A;3180;644;942;2203;499;2742;4050;678;3752;;297,1;;1295;2377;1872,6;927;3146;3480;1381;#N/A N/A;1548;5539;405;5011;63;507;951;1549;125,7;#N/A N/A;971;1132;619;1845;349;1818;2722;688;2709;52;179,1;1864;763;1735;1395,2;588;-1458;2173;927;#N/A N/A;724;6650;254,9;602;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;107;887;1799;1775;683,1;#N/A N/A;3517;1013;1189;2725;838;3192;5088;929;4984;;383,7;;1845;3699;2193,2;1156;6593;4750;1609;#N/A N/A;1937;8032;477;6709
31.03.2004;1909;8144;17550;9175;4399,7;#N/A N/A;7905;12903;4939;11559;6467;13029;64763;7189;22175;4127;2904;11625;6910;31206;5630,8;8646;17056;8091;5078;#N/A N/A;5620;59644;9782,2;12487;62;876;1746;1278;858,4;#N/A N/A;3802;824;1117;3457;574;2303;2925;1036;1818;;329,9;;1451;3808;2033,9;963;2466;2476;1451;#N/A N/A;1556;7622;677;4320;46;554;1098;1315;511,5;#N/A N/A;1293;623;722;2493;412;1528;2166;537;1363;587;200,3;1930;794;2562;1618,6;579;1199;1730;1127;#N/A N/A;1211;5440;433,5;2331;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;98;958;2058;1527;1155,6;#N/A N/A;3969;1160;1369;3959;924;2725;3962;1320;3055;;394,8;;2232;4998;2382,1;1225;5894;3709;1664;#N/A N/A;1715;9995;477;5581
30.06.2004;2014;8704;19960;9292;4729;#N/A N/A;7676;13088;5012;11484;7564;12962;69722;7471;23153;6060;3487,1;11227;7258;34658;6021,7;9622;17758;8049;5914;#N/A N/A;5926;62706;9578,5;12274;80;945;2457;3133;965,9;#N/A N/A;3778;778;1186;3429;763;2139;3667;1096;2467;;490,8;;1476;4610;2272;1250;3701;2381;1803;#N/A N/A;1801;8199;544,7;3615;61;596;1545;2690;590,7;#N/A N/A;1187;607;773;2458;552;1374;2651;604;1988;-275;305;-548;876;4125;1768,1;837;1797;1757;1584;#N/A N/A;1380;5790;344,6;2863;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;121;1032;2781;3442;1258,1;#N/A N/A;3930;1108;1431;3954;1116;2593;4698;1419;3539;;581;;2255;5873;2624,3;1502;7141;3606;2010;#N/A N/A;2111;10549;477;4871
30.09.2004;2350;9859;18772;9189;4925,7;#N/A N/A;6803;13152;4969;11553;7659;13744;68520;7543;23429;6129;3561,8;16546;5476;37558;5538,1;9339;18206;8471;5596;#N/A N/A;5971;67809;9426,7;12831;133;1092;2056;3494;1098,9;#N/A N/A;3449;483;1183;3313,9998;663;2789;3043;751;2249;;512,2;;1215;3853;1770,3;1234;3597;2373;1489;#N/A N/A;1800;8671;524,9;4424;106;698;1317;2528;778,4;#N/A N/A;879;456;775;2341;498;1942;2286;516;1800;340;326,8;1418;879;3201;1325,6;722;1796;1906;935;#N/A N/A;1396;5680;324,4;3341;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;173;1191;2391;3677;1392,1;#N/A N/A;3597;809;1426;3792,9998;1015;3269;4136;1081;3410;;570,6;;1891;5050;2121,1;1464;7074;3593;1699;#N/A N/A;2051;11102;477;5689
31.12.2004;3490;10511;16812;10818;5010,3;#N/A N/A;7455;13314;5091;12752;8584;14452;82217;8666;27671;6228;3148,3;17483;5903;41907;5748;9838;18263;9598;5204;#N/A N/A;6062;73830;9889,0996;14924;403;1466;1667;4749;617,3;#N/A N/A;4535;12;1092;2664;683;2982;4689;1116;3785;;414,9;;1241;4651;1610;1034;3353;3079;1329;#N/A N/A;1815;11380;491,1;4696;295;739;1041;3463;397,9;#N/A N/A;1194;186;720;1217;551;1975;3164;686;2827;303;261,9;1666;896;3440;1101,1;612;3039;2123;1201;#N/A N/A;1400;8420;328,6;2825;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;444;1572;2015;4857;935,7;#N/A N/A;4692;529;1351;3282;1025;3430;5933;1442;5175;;493,9;;2162;9586;2009,4;1268;6918;4290;1592;#N/A N/A;2075;13993;477;6007
31.03.2005;3243;11164;18973;9620;4802,8;#N/A N/A;9964;12681;5166;12832;8339;14287;71680;7829;22908;6105;3308,2;19054;5640;38325;5362,2;9407;18179;9434;5266;#N/A N/A;6187;72237;10987;13091;402;1200;1999;3329;909,6;#N/A N/A;5594;662;1153;3825;756;2542;3941;1109;1862;;423,1;;1310;3869;1630,9;1088;3382;3032;1359;#N/A N/A;1824;10478;770,9;4227;290;743;1247;2563;727,9;#N/A N/A;1512;535;771;2839;581;1614;2461;657;1402;212;273,4;2264;946;2677;1370,1;651;1757;2178;1002;#N/A N/A;1405;7860;490,9;301;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;443;1309;2360;3611;1226,1;#N/A N/A;5792;1017;1395;4340;1128;3017;5073;1441;3144;;474,6;;2077;5203;2010,7;1314;6842;4288;1585;#N/A N/A;2070;13031;477;5593
30.06.2005;3520;11379;22305;10161;5095,7;#N/A N/A;8949;14684;5294;12762;9360;14258;76697;7715;22270;6037;3721,4;18432;6020;45085;5467,5;11152;18053;9231;6310;#N/A N/A;6581;79107;10830,6;11452;426;1262;2843;2989;1016,7;#N/A N/A;5266;935;1244;3437;1021;2156;4730;1528;801;;543,5;;1467;5482;1604,8;1489;3456;2649;1972;#N/A N/A;2003;11256;637,5;3535;319;769;1768;3700;530,4;#N/A N/A;865;566;754;2588;760;1392;2805;811;1829;1069;349,5;994;1013;3684;720,6;971;2113;2038;1723;#N/A N/A;1540;7640;411;3463;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;472;1370;3211;3271;1323,2;#N/A N/A;5496;1338;1481;3985;1393;2637;5883;1878;2139;;642,3;;2241;6802;2004,1;1726;6782;3766;2195;#N/A N/A;2261;13772;477;4945
30.09.2005;3678;11613;20744;9741;5327,1;#N/A N/A;12333;12355;5382;12310;8977;14793;75397;7734;21529;6042;3862;20772;6028;45085;5416,2;10905;18486;9960;6037;#N/A N/A;6550;88571;10494,9;11263;412;1323;2473;4046;1159,8;#N/A N/A;7345;180;1267;3256;940;3057;4098;413;2659;;643,7;;1404;5482;1573,6;1384;3497;3129;1577;#N/A N/A;1624;12313;498,2;3960;428;800;1538;3141;735,4;#N/A N/A;1617;1011;840;2538;667;2029;2374;379;1516;162;432,3;2527;1030;3684;1420,9;821;1869;1995;1283;#N/A N/A;1261;9920;329;1589;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;463;1439;2878;4280;1469,3;#N/A N/A;7555;552;1522;3779;1309;3505;5302;754;3898;;712,6;;2292;6802;1996,7;1649;7015;4243;1804;#N/A N/A;1882;14826;477;5327
30.12.2005;5749;12165;19489;11837;5234,6;#N/A N/A;12145;13901;5325;12610;9663;18337;89273;8854;24427;6181;3474,7;20924;6380;50403;5766;11261;17927;10201;5551;#N/A N/A;6628;88298;10900,4;12547;750;1176;2048;4657;907,1;#N/A N/A;8221;515;1190;2313;1067;3892;5006;1161;4054;;456,7;;1273;8377;1245,5;1221;3558;3309;1262;#N/A N/A;1731;14955;541,8;3601;565;778;1285;3653;608,5;#N/A N/A;1632;460;746;2095;846;2546;3589;734;3187;179;301,1;2698;745;4144;1119,7;626;1658;2453;864;#N/A N/A;1375;10710;345,6;2732;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;802;1296;2493;4888;1224,1;#N/A N/A;8437;888;1442;2820;1431;4602;6162;1530;5383;;530,9;;2262;10102;1751,4;1477;6869;4417;1518;#N/A N/A;1985;17626;477;5034
31.03.2006;4359;17581;21461;10900;4913,9;#N/A N/A;17246;14264;5595;12992;9392;17250;79676;8027;20659;6050;3612,8;23576;6720;51409;5409,8;10615;21231;8940;5226;#N/A N/A;7322;78653;12163,1;11747;529;1473;2422;3888;997,5;#N/A N/A;10502;961;1369;3753;1218;3351;4495;1186;2030;;487,5;;2017;6702;1725,9;1282;3175;1718;1440;#N/A N/A;1741;13143;820,9;4380;410;891;1484;2977;625,3;#N/A N/A;2479;692;899;3305;840;2211;2615;733;1708;1006;325,8;3081;873;3996;1520;768;1632;1357;1106;#N/A N/A;1400;8400;523,5;4111;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;579;1630;2872;4065;1302,9;#N/A N/A;10721;1330;1615;4274;1618;4084;5789;1543;3238;;578,1;;2834;8490;2349,3;1546;6842;2932;1649;#N/A N/A;2085;15787;477;5731
